category,brand,model,price_jib,price_advice,price_ihavecpu,socket,memory_type,wattage,tdp,has_igpu,score_gaming,score_editing,max_m2_slots
CPU,Intel,Core Ultra 9 285K,15000,14900,15100,LGA1851,-,0,125,1,90,90,0
CPU,Intel,Core Ultra 9 285,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 9 285T,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 7 265K,15000,14900,15100,LGA1851,-,0,125,1,90,90,0
CPU,Intel,Core Ultra 7 265KF,15000,14900,15100,LGA1851,-,0,125,0,90,90,0
CPU,Intel,Core Ultra 7 265,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 7 265F,15000,14900,15100,LGA1851,-,0,65,0,90,90,0
CPU,Intel,Core Ultra 7 265T,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 5 245K,15000,14900,15100,LGA1851,-,0,125,1,90,90,0
CPU,Intel,Core Ultra 5 245KF,15000,14900,15100,LGA1851,-,0,125,0,90,90,0
CPU,Intel,Core Ultra 5 245,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 5 235,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 5 225,15000,14900,15100,LGA1851,-,0,65,1,90,90,0
CPU,Intel,Core Ultra 5 225F,15000,14900,15100,LGA1851,-,0,65,0,90,90,0
CPU,Intel,Core i9-14900KS,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i9-14900K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i9-14900KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i9-14900F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i9-14900,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i9-14900T,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i7-14700K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i7-14700KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i7-14700,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i7-14700F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i7-14700T,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-14600K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i5-14600KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i5-14500,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-14400,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-14400F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i3-14100,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i3-14100F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i9-13900KS,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i9-13900K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i9-13900KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i9-13900F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i9-13900,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i9-13900T,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i7-13700K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i7-13700KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i7-13700,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i7-13700F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i7-13700T,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-13600K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i5-13600KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i5-13500,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-13400,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-13400F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i3-13100,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i3-13100F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i9-12900KS,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i9-12900K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i9-12900KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i9-12900F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i9-12900,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i7-12700K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i7-12700KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i7-12700,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i7-12700F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i5-12600K,10000,9900,10100,LGA1700,-,0,125,1,80,80,0
CPU,Intel,Core i5-12600KF,10000,9900,10100,LGA1700,-,0,125,0,80,80,0
CPU,Intel,Core i5-12500,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-12400,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i5-12400F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,Intel,Core i3-12100,10000,9900,10100,LGA1700,-,0,65,1,80,80,0
CPU,Intel,Core i3-12100F,10000,9900,10100,LGA1700,-,0,65,0,80,80,0
CPU,AMD,Ryzen 9 9950X,12000,11900,12100,AM5,-,0,105,1,85,80,0
CPU,AMD,Ryzen 9 9900X,12000,11900,12100,AM5,-,0,105,1,85,80,0
CPU,AMD,Ryzen 9 9900,12000,11900,12100,AM5,-,0,65,1,85,80,0
CPU,AMD,Ryzen 9 9700X,12000,11900,12100,AM5,-,0,105,1,85,80,0
CPU,AMD,Ryzen 9 9600X,12000,11900,12100,AM5,-,0,105,1,85,80,0
CPU,AMD,Ryzen 7 8700G,12000,11900,12100,AM5,-,0,65,1,85,80,0
CPU,AMD,Ryzen 5 8600G,12000,11900,12100,AM5,-,0,65,1,85,80,0
CPU,AMD,Ryzen 5 8500G,12000,11900,12100,AM5,-,0,65,1,85,80,0
CPU,AMD,Ryzen 3 8300G,12000,11900,12100,AM5,-,0,65,1,85,80,0
CPU,AMD,Ryzen 5 8400F,12000,11900,12100,AM5,-,0,65,0,85,80,0
CPU,AMD,Ryzen 7 8700F,12000,11900,12100,AM5,-,0,65,0,85,80,0
CPU,AMD,Ryzen 7 7950X3D,12000,11900,12100,AM5,-,0,105,1,85,80,0
CPU,AMD,Ryzen 7 7950X,12000,11900,12100,AM5,-,0,105,1,85,80,0
